osm_id,osm_type,lat,lon,name,cuisine,addr_street,addr_housenumber,addr_postcode,addr_city,phone,website,opening_hours,outdoor_seating,takeaway,delivery,wheelchair,calle_norm,numero_norm,clave_cruce,distancia_metros,indice_censo,desc_barrio_local,desc_distrito_local,desc_epigrafe,id_seccion_censal_local,metodo_match
178820945,node,40.4155515,-3.7099687,Jiao Jiao,chinese,,,,,+34 643 98 70 36,,,,,,,,,,2.1728295254033476,431,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1008.0,proximidad
178820965,node,40.4153729,-3.7094547,Taste Gallery,,,,,,+34917589339,,,,,,,,,,1.1419314176808224,860,PALACIO             ,CENTRO              ,RESTAURANTE,1008.0,proximidad
178821207,node,40.4161161,-3.7075072,Grazie Mille,,,,,,,,,,,,,,,,18.292737187761507,696,SOL                 ,CENTRO              ,BAR RESTAURANTE,1123.0,proximidad
184049159,node,40.4186643,-3.7082433,Taberna de los Ángeles,,Costanilla de los Ángeles,8,28013,Madrid,,,,,,,,COSTANILLA DE LOS ÁNGELES,8,COSTANILLA DE LOS ÁNGELES|8,7.8912431982149025,408,SOL                 ,CENTRO              ,RESTAURANTE,1117.0,proximidad
184049293,node,40.418183,-3.7031236,El Gaucho,,Calle de Tetuán,34,28013,Madrid,+34 915 22 47 93,http://parrillaelgaucho.es/,,,,,,TETUÁN,34,TETUÁN|34,0.6304485642237343,517,SOL                 ,CENTRO              ,BAR RESTAURANTE,1119.0,proximidad
184049370,node,40.4192518,-3.7034321,Takos Al Pastor,mexican,Calle de la Salud,13,28013,Madrid,+34 636 63 21 77,,Tu-Sa 13:00-24:00,,,,,SALUD,13,SALUD|13,2.312547692331027,1258,SOL                 ,CENTRO              ,RESTAURANTE,1117.0,proximidad
244755792,node,40.4102862,-3.7008582,Preity Raj,indian,,,,,+34 91 467 47 11,,10:00-02:00,yes,yes,,,,,,1.693084441365599,770,EMBAJADORES         ,CENTRO              ,BAR RESTAURANTE,1049.0,proximidad
244757864,node,40.4109653,-3.7004479,A Cañada,regional,Calle del Ave María,17,28012,Madrid,,http://sidreriaacanada.com/,,,,,,AVE MARÍA,17,AVE MARÍA|17,18.353417481714793,1400,EMBAJADORES         ,CENTRO              ,BAR RESTAURANTE,1046.0,proximidad
244757871,node,40.4111374,-3.700326,Raja Mahal,indian,Calle del Ave María,15,28012,Madrid,,http://www.rajamahal.es/,,,,,,AVE MARÍA,15,AVE MARÍA|15,0.5004507572675229,975,EMBAJADORES         ,CENTRO              ,BAR RESTAURANTE,1046.0,proximidad
244757875,node,40.4110886,-3.700589,Moharaj,,,,,,,,,,,,,,,,2.0964207014683853,982,EMBAJADORES         ,CENTRO              ,RESTAURANTE,1047.0,proximidad
244761676,node,40.4108202,-3.7005322,Nap,pizza,Calle del Ave María,,28012,Madrid,,,"Mo-Fr 13:00-16:30,20:00-21:00, Fr,Sa 13:00-01:00, Su 13:00-24:00",,,,limited,AVE MARÍA,,,1.5715009958070263,1400,EMBAJADORES         ,CENTRO              ,BAR RESTAURANTE,1046.0,proximidad
244761679,node,40.4107264,-3.7008747,Bombay Palace,,,,,,,,,,,,,,,,10.674382748169037,946,EMBAJADORES         ,CENTRO              ,RESTAURANTE,1047.0,proximidad
244761696,node,40.4093708,-3.7009194,,,,,,,,,,,,,,,,,15.776137593893036,1411,EMBAJADORES         ,CENTRO              ,RESTAURANTE,1049.0,proximidad
244766788,node,40.4114924,-3.6994308,O'Barquiño,,Calle de la Torrecilla del Leal,3,28012,Madrid,+34 915 28 25 42,http://www.mesonobarquino.es/,,,,,,TORRECILLA DEL LEAL,3,TORRECILLA DEL LEAL|3,0.7948474316394676,246,EMBAJADORES         ,CENTRO              ,BAR RESTAURANTE,1046.0,proximidad
244766796,node,40.4117492,-3.700322,La Temeraria,italian;creative,Calle del Ave María,8,28012,Madrid,,,,,,,,AVE MARÍA,8,AVE MARÍA|8,1.9687001781319813,1399,EMBAJADORES         ,CENTRO              ,RESTAURANTE,1045.0,proximidad
244767593,node,40.4116655,-3.700364,Taberna Garibaldi,,,,,,,,,,,,,,,,1.7979172831067787,974,EMBAJADORES         ,CENTRO              ,BAR RESTAURANTE,1045.0,proximidad
305536401,node,40.4230858,-3.6935468,La Castafiore,,,,,,,,,,,,limited,,,,1.6296148104073327,741,JUSTICIA            ,CENTRO              ,RESTAURANTE,1073.0,proximidad
307056158,node,40.4159664,-3.710711,Can Punyetes,,,,,,,,,,,,,,,,5.623543075780836,1354,PALACIO             ,CENTRO              ,RESTAURANTE,1007.0,proximidad
324580483,node,40.4226068,-3.6932565,Sake Dining Himawari,japanese,,,,,,,,,,,,,,,6.701780936908797,1089,JUSTICIA            ,CENTRO              ,RESTAURANTE,1073.0,proximidad
363997551,node,40.4264788,-3.70103,Ninja Ramen,japanese,Calle de Barceló,1,28004,Madrid,+34 914 939 994,http://ninjaramen.es/,,,,,,BARCELÓ,1,BARCELÓ|1,2.130323230016942,596,JUSTICIA            ,CENTRO              ,BAR RESTAURANTE,1088.0,proximidad
453232707,node,40.4158435,-3.702398,La Negra Tomasa,cuban,,,,,+34 91 523 58 30,https://www.lanegratomasa.com/,,,,,yes,,,,13.366519324294389,1520,SOL                 ,CENTRO              ,BAR RESTAURANTE,1119.0,proximidad
510141905,node,40.4163433,-3.7056737,Museo del Jamón,spanish,,,,,,,"PH,Mo-Su 08:00-02:00",,,,no,,,,26.42599368026412,74,SOL                 ,CENTRO              ,BAR RESTAURANTE,1120.0,proximidad
510812793,node,40.4158038,-3.7060361,Chiquita,,,,,,,,,,,,no,,,,11.795764204996392,448,SOL                 ,CENTRO              ,BAR RESTAURANTE,1121.0,proximidad
510812830,node,40.4144651,-3.7079513,La Taberna de la Daniela,,Calle de Cuchilleros,9,,,+34 91 366 20 18,http://www.tabernadeladaniela.com/,,,,,no,CUCHILLEROS,9,CUCHILLEROS|9,1.6864774795142055,1305,SOL                 ,CENTRO              ,BAR RESTAURANTE,1121.0,proximidad
510812876,node,40.4148583,-3.7081461,Las Cuevas de Luis Candelas,,Calle de la Cava de San Miguel,1,,,,,,,,,limited,CAVA DE SAN MIGUEL,1,CAVA DE SAN MIGUEL|1,3.322732534172278,400,SOL                 ,CENTRO              ,RESTAURANTE,1121.0,proximidad
583524148,node,40.4233171,-3.702338,,pizza,Calle del Barco,45,28004,Madrid,,,,,,,,BARCO,45,BARCO|45,22.08052015765509,1204,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1096.0,proximidad
622204619,node,40.415621,-3.6989812,El Inti de Oro,peruvian,,,,,,,,no,,,,,,,2.294196651080951,612,CORTES              ,CENTRO              ,RESTAURANTE,1072.0,proximidad
622204620,node,40.4164715,-3.6991796,El Subastero de Málaga,regional,,,,,,,,,,,,,,,8.602051011234845,20,CORTES              ,CENTRO              ,RESTAURANTE,1072.0,proximidad
622204621,node,40.4166035,-3.7010637,Restaurante La Catedral,,Carrera de San Jerónimo,16,,Madrid,+34 915233556,http://www.la-catedral.es/,,,,,,SAN JERÓNIMO,16,SAN JERÓNIMO|16,2.6922260891023817,536,SOL                 ,CENTRO              ,RESTAURANTE,1119.0,proximidad
622204623,node,40.4151898,-3.6992792,El Tronco,regional,Calle de Manuel Fernández y González,15,28014,Madrid,,,,,,,,MANUEL FERNÁNDEZ Y GONZÁLEZ,15,MANUEL FERNÁNDEZ Y GONZÁLEZ|15,8.09879621787634,1002,CORTES              ,CENTRO              ,RESTAURANTE,1072.0,proximidad
622204635,node,40.4095795,-3.7023086,Anarkoli,indian,Calle de Lavapiés,46,28012,Madrid,+34914676000,,,,,,,LAVAPIÉS,46,LAVAPIÉS|46,1.398587740468793,734,EMBAJADORES         ,CENTRO              ,RESTAURANTE,1043.0,proximidad
622204639,node,40.4081287,-3.6980834,Achuri,,,,,,,,,,,,,,,,22.789938525416897,515,EMBAJADORES         ,CENTRO              ,BAR RESTAURANTE,1054.0,proximidad
818865803,node,40.415143,-3.6992261,El Lacón,spanish,Calle de Manuel Fernández y González,8,28014,Madrid,+34 914 29 6042,https://mesonellacon.com/,"Mo-Su 13:00-16:00,20:00+",,,,no,MANUEL FERNÁNDEZ Y GONZÁLEZ,8,MANUEL FERNÁNDEZ Y GONZÁLEZ|8,6.499214414100033,1002,CORTES              ,CENTRO              ,RESTAURANTE,1072.0,proximidad
818870699,node,40.4160304,-3.6987327,Hylogui,,Calle de Ventura de la Vega,3,28014,Madrid,,https://restaurantehylogui.com/,,no,,,,VENTURA DE LA VEGA,3,VENTURA DE LA VEGA|3,23.92651146313871,293,CORTES              ,CENTRO              ,RESTAURANTE,1072.0,proximidad
885680155,node,40.4190028,-3.7077991,Musashi,japanese,Calle de las Conchas,4,28013,Madrid,+34 91 559 29 39,http://www.musashimadrid.com/,,,,,,CONCHAS,4,CONCHAS|4,3.2355269798499044,1232,SOL                 ,CENTRO              ,RESTAURANTE,1117.0,proximidad
885681387,node,40.4229516,-3.7087534,Da Nicola,pizza,Plaza de los Mostenses,11,28015,Madrid,+34 91 542 25 74,https://www.danicola.es/,,,,,limited,LOS MOSTENSES,11,LOS MOSTENSES|11,1.1934122775599383,1216,UNIVERSIDAD         ,CENTRO              ,RESTAURANTE,1112.0,proximidad
1187929681,node,40.4157405,-3.7017617,La Casa del Abuelo,,Calle de la Victoria,12,,Madrid,+34 91 521 2319,http://lacasadelabuelo.es/,,,,,,VICTORIA,12,VICTORIA|12,10.906131088238949,673,SOL                 ,CENTRO              ,BAR RESTAURANTE,1119.0,proximidad
1191046494,node,40.4111122,-3.7048589,Taberna Antonio Sánchez,,Calle del Mesón de Paredes,13,,,+34 91 539 78 26,https://www.tabernaantoniosanchez.com/?lang=es,,,,,,MESÓN DE PAREDES,13,MESÓN DE PAREDES|13,1.3373408505293802,240,EMBAJADORES         ,CENTRO              ,RESTAURANTE,1028.0,proximidad
1275991418,node,40.424187,-3.701724,La Junta,,Plaza de San Ildefonso,,28004,Madrid,,,,yes,,,,SAN ILDEFONSO,,,24.8818650733939,808,UNIVERSIDAD         ,CENTRO              ,RESTAURANTE,1094.0,proximidad
1316492227,node,40.4262353,-3.6937066,Triángulo,chinese,,,,,,,,,,,,,,,2.469322296183687,1111,JUSTICIA            ,CENTRO              ,RESTAURANTE,1084.0,proximidad
1319826694,node,40.4260662,-3.6939824,,,,,,,,,,,,,,,,,5.384225392971229,1117,JUSTICIA            ,CENTRO              ,RESTAURANTE,1084.0,proximidad
1319826696,node,40.4266136,-3.6962385,100 Montaditos,sandwich,,,,,,,"Su-Th 10:00-24:00, Fr,Sa 10:00-01:00",,,,limited,,,,10.370280771662788,815,JUSTICIA            ,CENTRO              ,RESTAURANTE,1087.0,proximidad
1319826732,node,40.4262381,-3.6962852,Bocado,,Calle de Santa Teresa,1,28004,Madrid,,,,,,,,SANTA TERESA,1,SANTA TERESA|1,16.04088530964657,285,JUSTICIA            ,CENTRO              ,RESTAURANTE,1084.0,proximidad
1319826784,node,40.426637,-3.6955608,Casa Orellana,,,,,,+34915024182,https://casaorellana.com/,Mo-Su 13:00-01:30,,,,,,,,3.3386246570202385,565,JUSTICIA            ,CENTRO              ,RESTAURANTE,1087.0,proximidad
1319826813,node,40.4262822,-3.6936887,Época,,,,,,,,,,,,,,,,2.895419127975019,519,JUSTICIA            ,CENTRO              ,BAR RESTAURANTE,1084.0,proximidad
1319826857,node,40.4253941,-3.6919785,Peyote San,,Calle de Génova,28,28004,Madrid,+34 91 088 22 12,http://www.peyotesan.com/,,,,,,GÉNOVA,28,GÉNOVA|28,14.23257016361962,1113,JUSTICIA            ,CENTRO              ,BAR RESTAURANTE,1084.0,proximidad
1326907763,node,40.4103603,-3.7075056,La China Mandarina,,,,,,,,,,,,,,,,1.146419346357518,708,EMBAJADORES         ,CENTRO              ,BAR RESTAURANTE,1024.0,proximidad
1326907775,node,40.4106629,-3.7074954,La Barca del Patio,,,,,,,https://www.labarcadelpatio.es/,,,,,,,,,4.311209364141795,936,EMBAJADORES         ,CENTRO              ,BAR RESTAURANTE,1024.0,proximidad
1327625370,node,40.4111073,-3.7074118,Cascorro,,,,,,,,,,,,,,,,1.5016347632150129,721,EMBAJADORES         ,CENTRO              ,BAR RESTAURANTE,1025.0,proximidad
1329671734,node,40.4096809,-3.7086337,Mesón del Rastro,regional,,,,,,,,,,,,,,,5.589112725256852,377,EMBAJADORES         ,CENTRO              ,BAR RESTAURANTE,1024.0,proximidad
1329671762,node,40.4106751,-3.7087326,Los Tiernos,regional,,,,,,,,,,,,,,,21.376729345044886,895,EMBAJADORES         ,CENTRO              ,BAR RESTAURANTE,1024.0,proximidad
1329861135,node,40.4121464,-3.708053,Cantalejo,regional,,,,,,,,,,,,,,,1.6465470256437496,871,PALACIO             ,CENTRO              ,RESTAURANTE,1012.0,proximidad
1329861138,node,40.4122168,-3.7081349,La Latina,regional,,,,,,,,,,,,,,,0.0630717751039857,225,PALACIO             ,CENTRO              ,RESTAURANTE,1012.0,proximidad
1332770271,node,40.4256381,-3.6952666,IL COC,,,,,,,,,,,,,,,,16.770457708477952,1131,JUSTICIA            ,CENTRO              ,RESTAURANTE,1087.0,proximidad
1388332887,node,40.4241875,-3.703772,Katiyaki,,Calle de la Madera,35,28004,Madrid,,,,,,,,MADERA,35,MADERA|35,10.203919551344717,1205,UNIVERSIDAD         ,CENTRO              ,RESTAURANTES DE COMIDA RAPIDA,1097.0,proximidad
1416648305,node,40.4170391,-3.6995917,El Patio,spanish,Calle de Arlabán,1,28014,,,,,,,,,ARLABÁN,1,ARLABÁN|1,21.139989819378343,497,CORTES              ,CENTRO              ,BAR RESTAURANTE,1072.0,proximidad
1429333765,node,40.415914,-3.6989759,Aroma,indian,,,,,,,,,,,,,,,2.761589530169226,1062,CORTES              ,CENTRO              ,RESTAURANTE,1072.0,proximidad
1434283780,node,40.4288309,-3.7058608,La Tape,spanish,Calle de San Bernardo,88,28015,Madrid,+34915930422,https://latape.com,,,,,no,SAN BERNARDO,88,SAN BERNARDO|88,2.314332351119712,553,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1091.0,proximidad
1495392982,node,40.4080907,-3.6976117,Fantástico,indian,,,,,,,,,,,,,,,11.822741218760655,638,EMBAJADORES         ,CENTRO              ,BAR RESTAURANTE,1053.0,proximidad
1517405725,node,40.4141212,-3.7012349,Del Olivo,,Calle de las Huertas,3,28012,Madrid,,http://delolivorestaurante.es/,,,,,,HUERTAS,3,HUERTAS|3,17.34597555477443,267,CORTES              ,CENTRO              ,BAR RESTAURANTE,1067.0,proximidad
1531413616,node,40.4200219,-3.6992253,Del Diego,,Calle de la Reina,12,,,,http://www.deldiego.com/,,,,,,REINA,12,REINA|12,11.883726370518414,1041,JUSTICIA            ,CENTRO              ,BAR RESTAURANTE,1074.0,proximidad
1531430114,node,40.4137977,-3.7126172,Charlie Champagne,,Calle de Segovia,17,28005,Madrid,+34 91 365 18 45,http://charliechampagne.es/,,,,,,SEGOVIA,17,SEGOVIA|17,2.5347593051763746,1327,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1016.0,proximidad
1556708366,node,40.4185437,-3.7095489,Tierra Burrito Bar,mexican,,,,,+34 910 05 39 08,https://www.tierraburritos.com,"Fr-Sa 11:00-01:00; Mo-Th,Su 11:00-00:00",,,,,,,,2.175407199922611,690,PALACIO             ,CENTRO              ,RESTAURANTE,1003.0,proximidad
1556708398,node,40.4118145,-3.7031148,Rambal,spanish,Calle de Lavapiés,6,28012,Madrid,+34 91 7823271,,,,,,,LAVAPIÉS,6,LAVAPIÉS|6,3.548025246384841,108,EMBAJADORES         ,CENTRO              ,RESTAURANTE,1028.0,proximidad
1556708447,node,40.4177311,-3.7095419,Terraza Cafe del Real,italian,,,,,,,,,,,,,,,26.86210198166824,524,PALACIO             ,CENTRO              ,RESTAURANTE,1006.0,proximidad
1556708463,node,40.4187577,-3.7086523,Ouh Babbo!,italian,Calle de Caños del Peral,,28013,Madrid,,,,,,,,CAÑOS DEL PERAL,,,11.137884725449405,181,PALACIO             ,CENTRO              ,RESTAURANTE,1006.0,proximidad
1572572823,node,40.4139946,-3.703791,La Tagliatella,italian,Calle del Doctor Cortezo,,,,,,"Mo-Th 13:00-16:30,20:00-24:00, Fr,Sa 13:00-16:30,20:00-00:30, Su,PH 01:00-16:30,20:00-24:00",,,,yes,DOCTOR CORTEZO,,,3.518447673663045,1392,EMBAJADORES         ,CENTRO              ,RESTAURANTE,1026.0,proximidad
1619574634,node,40.408015,-3.6974589,Delhi Darbar,indian,,,,,,,,,,,,,,,7.226070121014997,638,EMBAJADORES         ,CENTRO              ,BAR RESTAURANTE,1053.0,proximidad
1623075018,node,40.4139047,-3.6989568,El León de Oro,,,,,,,,,,,,,,,,9.686238488974547,1067,CORTES              ,CENTRO              ,RESTAURANTE,1068.0,proximidad
1623075025,node,40.4143757,-3.6984651,Pizzamascalzone,pizza,,,,,,https://www.pizzamascalzone.com/,,,,,limited,,,,3.297430674051526,47,CORTES              ,CENTRO              ,RESTAURANTES DE COMIDA RAPIDA,1068.0,proximidad
1632020619,node,40.4225259,-3.7091169,Tony Roma's,barbecue,Gran Vía,68,28013,Madrid,+34 910 482 395,http://tonyromas.es/,,,,,no,GRAN VÍA,68,GRAN VÍA|68,6.165672312759523,811,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1112.0,proximidad
1634750451,node,40.4118276,-3.711608,Dona Camila,,,,,,,https://www.donacamila.com/,,,,,,,,,21.283821671070516,1394,PALACIO             ,CENTRO              ,RESTAURANTE,1015.0,proximidad
1634750469,node,40.413253,-3.7121466,Wu Wei,,,,,,,,,,,,,,,,26.434375466400333,921,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1016.0,proximidad
1634750496,node,40.413303,-3.7123536,,,,,,,,,,,,,,,,,2.7327114196676914,921,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1016.0,proximidad
1642177945,node,40.4238831,-3.7091086,VEGA Álamo,,Calle del Álamo,3,28015,Madrid,+34 910 70 37 19,https://alamo.govega.es/,,yes,,,limited,ÁLAMO,3,ÁLAMO|3,1.2336863813207706,344,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1112.0,proximidad
1642178043,node,40.4236184,-3.7092883,Chincha Casa Perú,peruvian,Plaza de los Mostenses,3,28015,Madrid,+34 915 590 922,https://www.chincha.es/,,,,,no,LOS MOSTENSES,3,LOS MOSTENSES|3,1.0781747890215796,1270,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1112.0,proximidad
1645108309,node,40.4103444,-3.7024668,La Victoria,,Calle de Lavapiés,27,28012,Madrid,+34 915275783,,"14:00-17:00,20:00-24:00",,,,,LAVAPIÉS,27,LAVAPIÉS|27,2.339416708292703,942,EMBAJADORES         ,CENTRO              ,RESTAURANTE,1047.0,proximidad
1645108311,node,40.4097832,-3.7024206,Shapla,indian,Calle de Lavapiés,42,28012,Madrid,+34 915281599,https://shaplaindianrestaurant.com/,Mo-Su 12:00-00:30,,,,,LAVAPIÉS,42,LAVAPIÉS|42,4.054867945914596,761,EMBAJADORES         ,CENTRO              ,RESTAURANTE,1043.0,proximidad
1645108312,node,40.409339,-3.7020612,Calcuta,indian,Calle de Lavapiés,48,28012,Madrid,,,,,,,,LAVAPIÉS,48,LAVAPIÉS|48,1.1753096323289955,46,EMBAJADORES         ,CENTRO              ,RESTAURANTE,1043.0,proximidad
1645108313,node,40.4087713,-3.7008603,Raj Puth,indian,,,,,,,,,,,,,,,5.211760905189548,949,EMBAJADORES         ,CENTRO              ,RESTAURANTE,1050.0,proximidad
1666232598,node,40.4137839,-3.7122123,Choose Restaurante Vegano,italian,Calle de Segovia,17,,,+34 912 873 363,http://chooseristorante.com/,,,,,,SEGOVIA,17,SEGOVIA|17,7.264729342619735,1529,PALACIO             ,CENTRO              ,RESTAURANTE,1016.0,proximidad
1666232648,node,40.4138561,-3.711551,Casa a la malicia,,,,,,,,,,,,,,,,1.4341691092358195,692,PALACIO             ,CENTRO              ,RESTAURANTE,1009.0,proximidad
1669117683,node,40.4080258,-3.6991619,La Funda Mental,,,,,,,,,,,,,,,,28.81890426230001,957,EMBAJADORES         ,CENTRO              ,BAR RESTAURANTE,1054.0,proximidad
1706515358,node,40.4181217,-3.6992512,Vips,international,Calle de Alcalá,23,28014,,,,Mo-Th 08:00-24:00; Sa 09:00-01:00; Su 08:00-01:00; PH 09:00-24:00,yes,,,yes,ALCALÁ,23,ALCALÁ|23,1.5025986352004037,1025,CORTES              ,CENTRO              ,BAR RESTAURANTE,1072.0,proximidad
1706515364,node,40.4181354,-3.6991863,Ginos,italian,,,,,,,,no,,,limited,,,,1.1488731958911027,1087,CORTES              ,CENTRO              ,RESTAURANTE,1072.0,proximidad
1717732787,node,40.4226539,-3.699278,Basics by Goiko,burger,Calle de Hortaleza,60,28004,Madrid,,,,,,,,HORTALEZA,60,HORTALEZA|60,19.930483263543003,1119,JUSTICIA            ,CENTRO              ,BAR RESTAURANTE,1075.0,proximidad
1722370967,node,40.42157,-3.7017466,casa de Can,regional,Calle de San Onofre,10,28004,Madrid,+34 910 24 51 59,,07:30-02:00,,,,,SAN ONOFRE,10,SAN ONOFRE|10,4.067130742178101,1202,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1095.0,proximidad
1735415901,node,40.4251996,-3.7105807,Restaurante Bar Mundi,,Calle de San Bernardino,7,28015,Madrid,,,,,,,limited,SAN BERNARDINO,7,SAN BERNARDINO|7,25.179040743987684,1484,UNIVERSIDAD         ,CENTRO              ,RESTAURANTE,1111.0,proximidad
1782593806,node,40.4127889,-3.6997456,La Vera,,Calle de Atocha,57,28012,Madrid,+34 91 429 97 98,,,,,,,ATOCHA,57,ATOCHA|57,24.46188689064732,419,EMBAJADORES         ,CENTRO              ,RESTAURANTES DE COMIDA RAPIDA,1027.0,proximidad
1848301738,node,40.4245087,-3.7016365,Bar Lozano,,Calle de San Joaquín,,28004,Madrid,,,,,,,,SAN JOAQUÍN,,,26.247960042269586,1140,UNIVERSIDAD         ,CENTRO              ,BAR RESTAURANTE,1094.0,proximidad
2028617655,node,40.4151701,-3.7018097,Taberna Pompeyana,,,,,,,,,,,,,,,,11.834666524584422,84,CORTES              ,CENTRO              ,RESTAURANTE,1069.0,proximidad
2046224594,node,40.4190038,-3.7063703,Preity Raj 2,indian,Calle del Postigo de San Martín,5,28013,Madrid,+34 911 05 1036,https://preityraj2.com/,,yes,,,,POSTIGO DE SAN MARTÍN,5,POSTIGO DE SAN MARTÍN|5,1.2575040308232661,804,SOL                 ,CENTRO              ,BAR RESTAURANTE,1117.0,proximidad
2053711106,node,40.4108769,-3.7049558,Casquería Oscar,,Calle de la Encomienda,1,,,+34917051233,,,,,,,ENCOMIENDA,1,ENCOMIENDA|1,28.658885455362885,240,EMBAJADORES         ,CENTRO              ,RESTAURANTE,1028.0,proximidad
2077053413,node,40.4151747,-3.7133534,La Dehesa de Santa María,,Calle Mayor,88,28013,Madrid,,http://www.dehesasantamaria.com/,,,,,,MAYOR,88,MAYOR|88,28.147242418213672,200,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1001.0,proximidad
2077053417,node,40.4129943,-3.7134259,Zoco,,,,,,,,,,,,,,,,3.8122872154608802,919,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1015.0,proximidad
2077053426,node,40.4116416,-3.7109461,La Muralla,,,,,,,,,,,,,,,,1.128201011671198,615,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1011.0,proximidad
2077053434,node,40.4101448,-3.7120274,Viuda de Vacas,,Calle del Águila,2,28005,Madrid,+34 913665847,http://viudadevacas.es/,,,,,,ÁGUILA,2,ÁGUILA|2,0.30589159135963695,883,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1020.0,proximidad
2077053447,node,40.4101937,-3.7123383,Los Ángeles,,,,,,,,,,,,,,,,8.768539611258596,226,PALACIO             ,CENTRO              ,RESTAURANTE,1014.0,proximidad
2077053450,node,40.4100457,-3.7123468,Casa Mateos,,,,,,,,,,,,,,,,1.3287150805916883,929,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1020.0,proximidad
2077053464,node,40.4101838,-3.7118118,Taberna J. Blanco,,,,,,,,,,,,,,,,9.453228583680708,220,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1014.0,proximidad
2077053470,node,40.410247,-3.7117506,El Bombín de Sabina,,,,,,,,,,,,,,,,0.6491533706899618,220,PALACIO             ,CENTRO              ,BAR RESTAURANTE,1014.0,proximidad
