osm_id,osm_type,lat,lon,name,cuisine,addr_street,addr_housenumber,addr_postcode,addr_city,phone,website,opening_hours,outdoor_seating,takeaway,delivery,wheelchair
178820945,node,40.4155515,-3.7099687,Jiao Jiao,chinese,,,,,+34 643 98 70 36,,,,,,
178820965,node,40.4153729,-3.7094547,Taste Gallery,,,,,,+34917589339,,,,,,
178821005,node,40.4163669,-3.7104348,Taberneros,,Calle de Santiago,9,28013,Madrid,+34 91 542 21 60,http://www.restaurantetaberneros.es/,,,,,
178821006,node,40.4164826,-3.7106873,Arbonaida,,Calle de Santiago,11,28013,Madrid,+34 639 50 00 68,,,,,,
178821207,node,40.4161161,-3.7075072,Grazie Mille,,,,,,,,,,,,
184049060,node,40.4186369,-3.7090308,Entre Suspiro y Suspiro,mexican,Calle de Caños del Peral,3,28013,Madrid,+34 915 420 644,https://www.entresuspiroysuspiro.com/,"Su 13:30-16:00; Tu-Sa 13:30-16:00, 20:30-23:30",,,,
184049103,node,40.4185506,-3.7089327,Ópera Victoria,,Calle de Caños del Peral,2,28013,Madrid,+34 918 313 489,http://www.grupandilana.com/opera-victoria/,,,,,
184049146,node,40.4195999,-3.7077336,Wok King,chinese,Calle de las Veneras,9,28013,Madrid,,,,,,,
184049159,node,40.4186643,-3.7082433,Taberna de los Ángeles,,Costanilla de los Ángeles,8,28013,Madrid,,,,,,,
184049171,node,40.4196449,-3.7070086,Prep‘ la Crêpe,crepes,Calle Preciados,33,28013,Madrid,,https://www.preplacrepe.com,,yes,,,limited
184049293,node,40.418183,-3.7031236,El Gaucho,,Calle de Tetuán,34,28013,Madrid,+34 915 22 47 93,http://parrillaelgaucho.es/,,,,,
184049330,node,40.4192239,-3.7029032,Artemisa - Gran Vía,,Calle de las Tres Cruces,4,28013,Madrid,+34 915 218 721,https://restaurantesvegetarianosartemisa.com/,"Mo-Su 13:30-16:00,20:00-23:00",,yes,yes,
184049370,node,40.4192518,-3.7034321,Takos Al Pastor,mexican,Calle de la Salud,13,28013,Madrid,+34 636 63 21 77,,Tu-Sa 13:00-24:00,,,,
244755792,node,40.4102862,-3.7008582,Preity Raj,indian,,,,,+34 91 467 47 11,,10:00-02:00,yes,yes,,
244757864,node,40.4109653,-3.7004479,A Cañada,regional,Calle del Ave María,17,28012,Madrid,,http://sidreriaacanada.com/,,,,,
244757871,node,40.4111374,-3.700326,Raja Mahal,indian,Calle del Ave María,15,28012,Madrid,,http://www.rajamahal.es/,,,,,
244757875,node,40.4110886,-3.700589,Moharaj,,,,,,,,,,,,
244761676,node,40.4108202,-3.7005322,Nap,pizza,Calle del Ave María,,28012,Madrid,,,"Mo-Fr 13:00-16:30,20:00-21:00, Fr,Sa 13:00-01:00, Su 13:00-24:00",,,,limited
244761679,node,40.4107264,-3.7008747,Bombay Palace,,,,,,,,,,,,
244761696,node,40.4093708,-3.7009194,,,,,,,,,,,,,
244766788,node,40.4114924,-3.6994308,O'Barquiño,,Calle de la Torrecilla del Leal,3,28012,Madrid,+34 915 28 25 42,http://www.mesonobarquino.es/,,,,,
244766796,node,40.4117492,-3.700322,La Temeraria,italian;creative,Calle del Ave María,8,28012,Madrid,,,,,,,
244767593,node,40.4116655,-3.700364,Taberna Garibaldi,,,,,,,,,,,,
305536401,node,40.4230858,-3.6935468,La Castafiore,,,,,,,,,,,,limited
307056158,node,40.4159664,-3.710711,Can Punyetes,,,,,,,,,,,,
324580483,node,40.4226068,-3.6932565,Sake Dining Himawari,japanese,,,,,,,,,,,
338836392,node,40.4127198,-3.7017271,Casa Patas,spanish,Calle de los Cañizares,10,28012,Madrid,+34 913 69 04 96,https://casapatas.com/,,,,,
363997551,node,40.4264788,-3.70103,Ninja Ramen,japanese,Calle de Barceló,1,28004,Madrid,+34 914 939 994,http://ninjaramen.es/,,,,,
453232707,node,40.4158435,-3.702398,La Negra Tomasa,cuban,,,,,+34 91 523 58 30,https://www.lanegratomasa.com/,,,,,yes
510141905,node,40.4163433,-3.7056737,Museo del Jamón,spanish,,,,,,,"PH,Mo-Su 08:00-02:00",,,,no
510812793,node,40.4158038,-3.7060361,Chiquita,,,,,,,,,,,,no
510812824,node,40.4141745,-3.707981,Botín,,Calle de Cuchilleros,17,,,+34 91 366 4217,https://www.botin.es/,"Mo-Su 13:00-16:00, 20:00-00:00",,,,limited
510812830,node,40.4144651,-3.7079513,La Taberna de la Daniela,,Calle de Cuchilleros,9,,,+34 91 366 20 18,http://www.tabernadeladaniela.com/,,,,,no
510812876,node,40.4148583,-3.7081461,Las Cuevas de Luis Candelas,,Calle de la Cava de San Miguel,1,,,,,,,,,limited
583524148,node,40.4233171,-3.702338,,pizza,Calle del Barco,45,28004,Madrid,,,,,,,
622204616,node,40.4232064,-3.7231611,El Urogallo,spanish,Paseo de la Florida,16,28008,Madrid,,,,,,,
622204619,node,40.415621,-3.6989812,El Inti de Oro,peruvian,,,,,,,,no,,,
622204620,node,40.4164715,-3.6991796,El Subastero de Málaga,regional,,,,,,,,,,,
622204621,node,40.4166035,-3.7010637,Restaurante La Catedral,,Carrera de San Jerónimo,16,,Madrid,+34 915233556,http://www.la-catedral.es/,,,,,
622204622,node,40.4160137,-3.6989734,Artemisa - Huertas,,Calle de Ventura de la Vega,4,,,+34 914 295 092,https://restaurantesvegetarianosartemisa.com/,"Mo-Su 13:30-16:00,20:30-23:30",,,,
622204623,node,40.4151898,-3.6992792,El Tronco,regional,Calle de Manuel Fernández y González,15,28014,Madrid,,,,,,,
622204635,node,40.4095795,-3.7023086,Anarkoli,indian,Calle de Lavapiés,46,28012,Madrid,+34914676000,,,,,,
622204639,node,40.4081287,-3.6980834,Achuri,,,,,,,,,,,,
622204646,node,40.4089902,-3.6997202,La Buga del Lobo,spanish,Calle de Argumosa,11,28012,Madrid,,,,,,,
623071235,node,40.4250934,-3.7138414,Cáscaras,,,,,,,,,,,,limited
623071236,node,40.4251961,-3.7143347,New Bistró,,,,,,,,,,,,
623087144,node,40.413651,-3.7247707,Sabores patagónicos,,Glorieta del Puente de Segovia,1,28011,Madrid,+34 914 15 13 53,https://saborespatagonicos.es/,,no,,,
623087146,node,40.4136377,-3.7243418,La Fogata,,,,,,+34 91 464 71 54,http://www.lafogata.es/,,yes,,,
623087158,node,40.4205148,-3.7209324,Horno Santa María,,,,,,,,,yes,,,
623087160,node,40.4206062,-3.7209429,Florida Norte,,,,,,,,,yes,,,
623087173,node,40.4218307,-3.7136481,Duduá Palacio,,Cuesta de San Vicente,2,28008,Madrid,,,,no,,,limited
668468365,node,40.4060991,-3.6981652,"Restaurante ""El Cartel""",,,,,,,,,,,,
719375099,node,40.4114722,-3.7183105,Sushicome,japanese,Ronda de Segovia,2,28005,Madrid,+34 913 640 771,,,,yes,no,
818865803,node,40.415143,-3.6992261,El Lacón,spanish,Calle de Manuel Fernández y González,8,28014,Madrid,+34 914 29 6042,https://mesonellacon.com/,"Mo-Su 13:00-16:00,20:00+",,,,no
818870699,node,40.4160304,-3.6987327,Hylogui,,Calle de Ventura de la Vega,3,28014,Madrid,,https://restaurantehylogui.com/,,no,,,
885680155,node,40.4190028,-3.7077991,Musashi,japanese,Calle de las Conchas,4,28013,Madrid,+34 91 559 29 39,http://www.musashimadrid.com/,,,,,
885680156,node,40.4189153,-3.7074588,Casa Parrondo,regional,Calle de los Trujillos,9,28013,Madrid,,,,,,,
885680159,node,40.4197091,-3.7088582,El Chulo,regional,Cuesta de Santo Domingo,16,28013,Madrid,+34 914 445 128,https://www.elchulo.es,Mo-Su 12:00-02:00,,,,
885681387,node,40.4229516,-3.7087534,Da Nicola,pizza,Plaza de los Mostenses,11,28015,Madrid,+34 91 542 25 74,https://www.danicola.es/,,,,,limited
942770846,node,40.408608,-3.6928819,El Brillante,spanish;bocadillos,Plaza del Emperador Carlos V,8,28012,Madrid,+34 915 28 6966,https://www.barelbrillante.es/,Mo-Su 06:30-00:30,yes,yes,yes,no
991990955,node,40.4289157,-3.709595,El Toril,,Calle del Conde Duque,13,28015,Madrid,+34 695 883 964,https://www.eltorilgourmet.com/,,,,,
1128664797,node,40.4285807,-3.6944749,Almagro,,Almagro,10,28010,Madrid,,http://www.almagrobar.com/,,,,,limited
1178442295,node,40.4103182,-3.7076364,Malacatín,mediterranean;spanish;regional;local,Calle de la Ruda,5,28005,Madrid,+34913655241,https://www.malacatin.com/,We-Sa 11:00-00:30; Su-Tu 11:00-17:30,,,,no
1180030639,node,40.4136604,-3.707795,La Cueva de La Tina,,Calle de Tintoreros,4,,Madrid,,,,,,,
1180035455,node,40.4106324,-3.7059609,La Encomienda,tapas,Calle de la Encomienda,19,28012,Madrid,+34 910 291300,https://laencomienda.es,Mo-Sa 13:30-00:30; Su 11:00-00:30,,,,
1180102005,node,40.4109033,-3.707633,Carol House,,Calle de las Maldonadas,4,28005,Madrid,,,,,,,no
1187929681,node,40.4157405,-3.7017617,La Casa del Abuelo,,Calle de la Victoria,12,,Madrid,+34 91 521 2319,http://lacasadelabuelo.es/,,,,,
1187929752,node,40.4129955,-3.708661,La Cava de Illán,,Calle de la Cava Baja,16,,,+34 91 366 3883,,,,,,limited
1191046494,node,40.4111122,-3.7048589,Taberna Antonio Sánchez,,Calle del Mesón de Paredes,13,,,+34 91 539 78 26,https://www.tabernaantoniosanchez.com/?lang=es,,,,,
1259427733,node,40.4147794,-3.698653,Lamucca de Prado,,Calle del Prado,16,28014,Madrid,+34 915 21 0000,https://lamuccacompany.com/lamucca-de-prado/,Mo-Th 13:00-01:00; Fr-Su 13:00-02:00,,,,
1275991418,node,40.424187,-3.701724,La Junta,,Plaza de San Ildefonso,,28004,Madrid,,,,yes,,,
1312416809,node,40.4206813,-3.7111998,Restaurante El Buey,spanish,Plaza de la Marina Española,1,28013,Madrid,+34 915 413 041,https://www.restauranteelbuey.com/,,,,,no
1312422693,node,40.4198376,-3.7105593,El Mollete,spanish,Calle de la Bola,4,28013,,,,,,,,
1316492227,node,40.4262353,-3.6937066,Triángulo,chinese,,,,,,,,,,,
1316546205,node,40.4263016,-3.6927018,,,Calle de Génova,,,,,,,,,,
1316546220,node,40.4262427,-3.6925087,Fit Food,,,,,,,,,,,,
1316546324,node,40.4264901,-3.6930277,Delina's,,,,,,,,,,,,
1316546350,node,40.4259972,-3.6920004,Vips,international,Calle de Génova,27,28004,Madrid,,https://www.grupovips.com/,,,,,limited
1316546469,node,40.4272055,-3.6944365,Lizarrán,spanish,,,,,,,,,,,
1316546542,node,40.4267037,-3.6934761,Tony Roma's,barbecue,,,,,,,,,,,
1316546725,node,40.4264335,-3.6929091,La fábrica,german,,,,,,,,,,,
1316546782,node,40.4271017,-3.6942226,Plaza 66,,,,,,,,,,,,
1316546832,node,40.4265389,-3.6931302,BICE,,,,,,,,,,,,
1319826694,node,40.4260662,-3.6939824,,,,,,,,,,,,,
1319826696,node,40.4266136,-3.6962385,100 Montaditos,sandwich,,,,,,,"Su-Th 10:00-24:00, Fr,Sa 10:00-01:00",,,,limited
1319826727,node,40.4268437,-3.6945063,Mallorca,,,,,,,,,,,,
1319826732,node,40.4262381,-3.6962852,Bocado,,Calle de Santa Teresa,1,28004,Madrid,,,,,,,
1319826784,node,40.426637,-3.6955608,Casa Orellana,,,,,,+34915024182,https://casaorellana.com/,Mo-Su 13:00-01:30,,,,
1319826802,node,40.4261592,-3.6964188,Osom Coffee Atelier,,Calle de Santa Teresa,2,28004,Madrid,+34 913 244 999,https://www.somososom.com/,,,,,
1319826813,node,40.4262822,-3.6936887,Época,,,,,,,,,,,,
1319826838,node,40.4256413,-3.6957089,Nuevo Horno de Santa Teresa,,Calle de Santa Teresa,8,28004,Madrid,+34 913 08 05 90,,,,,,
1319826857,node,40.4253941,-3.6919785,Peyote San,,Calle de Génova,28,28004,Madrid,+34 91 088 22 12,http://www.peyotesan.com/,,,,,
1324284128,node,40.425659,-3.6947144,Calicanto,,Calle de Argensola,15,28004,Madrid,+34 917003547,http://www.restaurantecalicanto.com/,,,,,no
1324284960,node,40.4250697,-3.6951729,La tasca suprema,,Calle de Argensola,7,28004,Madrid,+34 913 080 347,http://latascasuprema.com/,,,,,
1326907763,node,40.4103603,-3.7075056,La China Mandarina,,,,,,,,,,,,
1326907775,node,40.4106629,-3.7074954,La Barca del Patio,,,,,,,https://www.labarcadelpatio.es/,,,,,
1327625370,node,40.4111073,-3.7074118,Cascorro,,,,,,,,,,,,
1329671726,node,40.4100488,-3.7088348,Solofirme,chinese,Calle de López Silva,,,,,,,,,,
1329671734,node,40.4096809,-3.7086337,Mesón del Rastro,regional,,,,,,,,,,,
1329671762,node,40.4106751,-3.7087326,Los Tiernos,regional,,,,,,,,,,,
1329861087,node,40.412118,-3.7091871,Taberna Matritum,regional,Calle de la Cava Alta,17,28005,Madrid,+34 913658237,https://www.matritum.es/,Mo-Su 20:30-00:30; Sa-Su 13:00-16:30,,,,
1329861103,node,40.411475,-3.709854,Tapioca,pizza,Plaza de la Cebada,9,28005,Madrid,,http://www.tapiocamadrid.es/,,,,,no
1329861133,node,40.4124541,-3.7084514,Casa María,spanish,Calle de la Cava Alta,7,28005,,+34 91 559 10 07;+34 696 58 20 27,https://www.casamariacava.com/,"Su-Th 13:30-16:30; Fr-Sa 13:30-16:30, 20:30-23:30",,,,no
1329861135,node,40.4121464,-3.708053,Cantalejo,regional,,,,,,,,,,,
1329861138,node,40.4122168,-3.7081349,La Latina,regional,,,,,,,,,,,
1329861148,node,40.4122689,-3.7088555,Mad Café,burger,Calle de la Cava Alta,13,28005,Madrid,,,,,,,
1332769926,node,40.4277291,-3.6902887,Sagardi,regional,Paseo de la Castellana,13,28046,Madrid,,,,,,,limited
1332770271,node,40.4256381,-3.6952666,IL COC,,,,,,,,,,,,
1388332887,node,40.4241875,-3.703772,Katiyaki,,Calle de la Madera,35,28004,Madrid,,,,,,,
1388356941,node,40.4233025,-3.7038566,Lamucca,,Plaza de Carlos Cambronero,4,,,,,"Su-Th 08:00-02:00; Fr,Sa 08:00-02:30",,,,
1388375468,node,40.4230872,-3.7043829,El bonito,,Calle del Pez,8,28004,Madrid,,,,,,,
1416648305,node,40.4170391,-3.6995917,El Patio,spanish,Calle de Arlabán,1,28014,,,,,,,,
1429333765,node,40.415914,-3.6989759,Aroma,indian,,,,,,,,,,,
1434283780,node,40.4288309,-3.7058608,La Tape,spanish,Calle de San Bernardo,88,28015,Madrid,+34915930422,https://latape.com,,,,,no
1437050993,node,40.4268601,-3.7194291,La Creperie Easycrep,,Paseo del Pintor Rosales,28,28008,Madrid,+34 91 548 23 58,http://www.lacreperie-easycrep.es/,,,,,
1495392982,node,40.4080907,-3.6976117,Fantástico,indian,,,,,,,,,,,
1517405725,node,40.4141212,-3.7012349,Del Olivo,,Calle de las Huertas,3,28012,Madrid,,http://delolivorestaurante.es/,,,,,
1517405728,node,40.4241124,-3.7093953,Little Dragon,,Calle de los Reyes,11,28015,Madrid,,http://www.lovinghut.es/,,,,,no
1517405743,node,40.4091828,-3.6940348,Sanabria,regional,Calle del Doctor Mata,3,28012,Madrid,,http://www.elsanabria.es/en/,,yes,,,limited
1517405754,node,40.4272563,-3.7037411,Sardos,pizza,Plaza del Dos de Mayo,8,28004,Madrid,,,,yes,,,no
1530471404,node,40.4200398,-3.6989861,Janatomo,japanese,Calle de la Reina,27,28004,Madrid,+34 915 21 55 66,,,,,,
1530471409,node,40.4202822,-3.699844,Petit Comité,french,Calle de la Reina,15,28004,Madrid,+34 91 521 75 52,http://restaurante-petitcomite.com/,,,,,
1530471413,node,40.4206047,-3.7007665,Vesuvio Pizza,pizza,Calle de Hortaleza,4,,Madrid,+34 91 521 51 71,,,,,,
1530471414,node,40.420186,-3.6993425,UDON,japanese,Calle del Clavel,6,28004,Madrid,+34 91 532 33 69,https://www.udon.es/,Tu-Su 13:00-24:00,,,,no
1531413616,node,40.4200219,-3.6992253,Del Diego,,Calle de la Reina,12,,,,http://www.deldiego.com/,,,,,
1531413624,node,40.4197027,-3.6975447,La Paella de la Reina,regional,Calle de la Reina,39,28004,Madrid,+34 91 531 18 85,http://www.lapaelladelareina.com/,,,,,no
1531430114,node,40.4137977,-3.7126172,Charlie Champagne,,Calle de Segovia,17,28005,Madrid,+34 91 365 18 45,http://charliechampagne.es/,,,,,
1535864087,node,40.4083556,-3.6995524,El Económico,,Calle de Argumosa,9,28012,Madrid,,,"Mo-Su 09:00-12:30,13:00-16:30,20:00-24:00",,,,
1548386547,node,40.4078927,-3.7045348,Tam Coc,vietnamese,Calle de Mira el Sol,,,,,,,,,,
1556708366,node,40.4185437,-3.7095489,Tierra Burrito Bar,mexican,,,,,+34 910 05 39 08,https://www.tierraburritos.com,"Fr-Sa 11:00-01:00; Mo-Th,Su 11:00-00:00",,,,
1556708398,node,40.4118145,-3.7031148,Rambal,spanish,Calle de Lavapiés,6,28012,Madrid,+34 91 7823271,,,,,,
1556708447,node,40.4177311,-3.7095419,Terraza Cafe del Real,italian,,,,,,,,,,,
1556708463,node,40.4187577,-3.7086523,Ouh Babbo!,italian,Calle de Caños del Peral,,28013,Madrid,,,,,,,
1572572823,node,40.4139946,-3.703791,La Tagliatella,italian,Calle del Doctor Cortezo,,,,,,"Mo-Th 13:00-16:30,20:00-24:00, Fr,Sa 13:00-16:30,20:00-00:30, Su,PH 01:00-16:30,20:00-24:00",,,,yes
1596952718,node,40.413704,-3.7250995,Mesón el Chacón,,,,,,,,"Mo-Su,PH 08:00-02:00",,,,
1614406345,node,40.4138754,-3.7250941,A Ría de Noia,galician,,,,,,,,,,,
1619574634,node,40.408015,-3.6974589,Delhi Darbar,indian,,,,,,,,,,,
1619574648,node,40.4109537,-3.7178626,Seoul,korean,Ronda de Segovia,25,,,,,"Mo-Sa 13:30-16:00,20:00-23:30; Su off",,,,
1621005286,node,40.4250782,-3.7133018,Vips,international,Calle de la Princesa,5,28008,Madrid,,,,yes,,,
1621005292,node,40.4255522,-3.7134151,Shoo Loong Kan,chinese,Calle de Santa María Micaela,,28008,Madrid,,,,yes,,,
1621005300,node,40.425619,-3.7135233,Grosso Napoletano,italian,Calle de Ventura Rodríguez,5,28008,Madrid,,,,,,,no
1623075018,node,40.4139047,-3.6989568,El León de Oro,,,,,,,,,,,,
1623075022,node,40.4136579,-3.6988496,Miranda,arab,Calle de las Huertas,29,28014,Madrid,+34913691025,,,,,,
1623075025,node,40.4143757,-3.6984651,Pizzamascalzone,pizza,,,,,,https://www.pizzamascalzone.com/,,,,,limited
1625167388,node,40.4142469,-3.6902664,Han Gang,korean,Calle Moreto,7,28014,Madrid,,,"Mo,We-Su 13:00-15:30,19:30-22:30",,yes,,limited
1625167425,node,40.4133189,-3.6902126,Trattoria SantArcangelo,,Calle Moreto,15,28014,Madrid,,,,yes,,,no
1632020527,node,40.4192366,-3.7044963,La Soleá,regional,Calle de Mesonero Romanos,6,28013,Madrid,,,,,,,
1632020619,node,40.4225259,-3.7091169,Tony Roma's,barbecue,Gran Vía,68,28013,Madrid,+34 910 482 395,http://tonyromas.es/,,,,,no
1634750451,node,40.4118276,-3.711608,Dona Camila,,,,,,,https://www.donacamila.com/,,,,,
1634750469,node,40.413253,-3.7121466,Wu Wei,,,,,,,,,,,,
1634750496,node,40.413303,-3.7123536,,,,,,,,,,,,,
1642177903,node,40.424714,-3.7096932,Bombay Masala,indian,Calle de San Bernardino,1,28015,Madrid,+34 915429498,http://www.bombaymasalamadrid.com/,,,,,no
1642177945,node,40.4238831,-3.7091086,VEGA Álamo,,Calle del Álamo,3,28015,Madrid,+34 910 70 37 19,https://alamo.govega.es/,,yes,,,limited
1642177965,node,40.424841,-3.7098715,Jin Jin,asian,Calle de San Bernardino,1,,,,,,,,,no
1642177974,node,40.4249899,-3.7098677,YGF Malatang,chinese,Calle de San Bernardino,6,28015,Madrid,,,,,,,limited
1642177985,node,40.4247819,-3.7097856,Esfahan,persian,Calle de San Bernardino,1,28015,Madrid,+34 91 559 68 12,http://www.restaurantesfahan.es/,,,,,limited
1642177995,node,40.4249284,-3.7097918,Baan Pad Thai,thai,Calle de San Bernardino,6,28015,Madrid,+34 911 62 20 52,https://baanpadthai.es/,,,,,no
1642178011,node,40.4244048,-3.7092948,Taberna del Mozárabe,,Calle de los Reyes,6,28015,Madrid,,,,,,,limited
1642178043,node,40.4236184,-3.7092883,Chincha Casa Perú,peruvian,Plaza de los Mostenses,3,28015,Madrid,+34 915 590 922,https://www.chincha.es/,,,,,no
1645108305,node,40.4213633,-3.7216412,San Antonio,,,,,,,,,yes,,,
1645108308,node,40.4219357,-3.7136476,Las Tablas,,,,,,,,,yes,,,limited
1645108309,node,40.4103444,-3.7024668,La Victoria,,Calle de Lavapiés,27,28012,Madrid,+34 915275783,,"14:00-17:00,20:00-24:00",,,,
1645108311,node,40.4097832,-3.7024206,Shapla,indian,Calle de Lavapiés,42,28012,Madrid,+34 915281599,https://shaplaindianrestaurant.com/,Mo-Su 12:00-00:30,,,,
1645108312,node,40.409339,-3.7020612,Calcuta,indian,Calle de Lavapiés,48,28012,Madrid,,,,,,,
1645108313,node,40.4087713,-3.7008603,Raj Puth,indian,,,,,,,,,,,
1666232598,node,40.4137839,-3.7122123,Choose Restaurante Vegano,italian,Calle de Segovia,17,,,+34 912 873 363,http://chooseristorante.com/,,,,,
1666232605,node,40.4214789,-3.6979501,El Bierzo,regional,Calle de Barbieri,16,28004,Madrid,,http://www.restauranteelbierzodebarbieri.com/,,,,,
1666232640,node,40.4215899,-3.6980225,Le Cocó,,Calle de Barbieri,15,28004,Madrid,,https://www.lecocomadrid.com/,,,,,
1666232648,node,40.4138561,-3.711551,Casa a la malicia,,,,,,,,,,,,
1666232666,node,40.4233396,-3.6981607,Vegaviana,,Calle de Pelayo,35,,,,http://vegaviana.restaurantesok.com/,,,,,no
1669117683,node,40.4080258,-3.6991619,La Funda Mental,,,,,,,,,,,,
1669507391,node,40.4220838,-3.7030382,Lab '84,,Calle de la Puebla,9,28004,Madrid,+34 912 46 13 34,https://lab84.es/es/contacto,,,,,
1706515358,node,40.4181217,-3.6992512,Vips,international,Calle de Alcalá,23,28014,,,,Mo-Th 08:00-24:00; Sa 09:00-01:00; Su 08:00-01:00; PH 09:00-24:00,yes,,,yes
1706515364,node,40.4181354,-3.6991863,Ginos,italian,,,,,,,,no,,,limited
1717732783,node,40.4224143,-3.6994608,Restaurante Vivares,,Calle de Hortaleza,52,28004,Madrid,,,,,,,
1717732787,node,40.4226539,-3.699278,Basics by Goiko,burger,Calle de Hortaleza,60,28004,Madrid,,,,,,,
1718183544,node,40.4216046,-3.6974219,La Nieta,regional,Calle de la Libertad,25,28004,Madrid,+34 91 521 51 00,http://www.restaurantelanieta.net/,,,,,
1718344504,node,40.4213246,-3.7180187,Bioloco,,Paseo del Rey,10,28008,,+34656853437,https://www.bioloco.es/contacto-madrid/,,,,,no
1722370967,node,40.42157,-3.7017466,casa de Can,regional,Calle de San Onofre,10,28004,Madrid,+34 910 24 51 59,,07:30-02:00,,,,
1735415901,node,40.4251996,-3.7105807,Restaurante Bar Mundi,,Calle de San Bernardino,7,28015,Madrid,,,,,,,limited
1735422981,node,40.4204833,-3.7169005,Los Tres Cerditos,,Cuesta de San Vicente,32,28008,Madrid,+34 919 41 50 49,https://www.3cerditos.com/,"Mo off; Tu-Su 12:00-17:00, 19:00-23:30",no,yes,,no
1735431627,node,40.4285245,-3.7030353,Puro Teatro,,Calle de Manuela Malasaña,9,28004,Madrid,+34 918215126,http://taperiapuroteatro.es/,,,,,
1782593806,node,40.4127889,-3.6997456,La Vera,,Calle de Atocha,57,28012,Madrid,+34 91 429 97 98,,,,,,
1783127577,node,40.4210103,-3.7197439,Foster's Hollywood,american,,,,,,,,no,,,no
